Description,avg_price,total_quantity,num_transactions,num_customers,total_revenue,Cluster,Segment
FOOD/DRINK SPONGE STICKERS,0.21,1244,35,33,261.24,0,Budget
FOOT STOOL HOME SWEET HOME,9.84772727272727,434,176,139,4069.9,1,Trending
FORKED CACTUS CANDLE,3.0876923076923077,92,26,21,272.98,0,Budget
FOUR HOOK  WHITE LOVEBIRDS,2.1096212121212123,1422,253,145,2917.4700000000003,1,Trending
FOUR RABBIT EASTER DECORATIONS,1.25,67,11,11,83.75,0,Budget
FRAPPUCINO SCARF KNITTING KIT,1.6914000000000002,308,47,35,416.78000000000003,0,Budget
FREESTYLE CANVAS ART PICTURE,1.2444444444444445,41,18,16,39.65,0,Budget
FRENCH BATHROOM SIGN BLUE METAL,1.65775,1382,158,125,2227.62,1,Trending
FRENCH BLUE METAL DOOR SIGN 0,1.249142857142857,543,70,49,678.15,0,Budget
FRENCH BLUE METAL DOOR SIGN 1,1.2754999999999999,1040,138,61,1303.64,0,Budget
FRENCH BLUE METAL DOOR SIGN 2,1.2601769911504426,874,113,59,1092.51,0,Budget
FRENCH BLUE METAL DOOR SIGN 3,1.2729126213592235,751,102,59,941.18,0,Budget
FRENCH BLUE METAL DOOR SIGN 4,1.2756521739130435,647,91,54,810.57,0,Budget
FRENCH BLUE METAL DOOR SIGN 5,1.2729126213592235,745,100,61,932.47,0,Budget
FRENCH BLUE METAL DOOR SIGN 6,1.278433734939759,627,81,45,785.57,0,Budget
FRENCH BLUE METAL DOOR SIGN 7,1.264375,618,79,52,773.11,0,Budget
FRENCH BLUE METAL DOOR SIGN 8,1.2795,575,80,54,720.57,0,Budget
FRENCH BLUE METAL DOOR SIGN 9,1.2490163934426228,464,60,41,579.4,0,Budget
FRENCH BLUE METAL DOOR SIGN NO,1.2554794520547945,859,73,39,997.2,0,Budget
FRENCH CARRIAGE LANTERN,6.584545454545455,132,54,46,858.9000000000001,0,Budget
FRENCH CHATEAU LARGE PLATTER,2.95,70,18,17,160.5,0,Budget
FRENCH ENAMEL CANDLEHOLDER,2.132845528455285,1549,233,157,3104.32,1,Trending
FRENCH ENAMEL POT W LID,2.7884444444444445,551,87,66,1233.3100000000002,0,Budget
FRENCH ENAMEL UTENSIL HOLDER,3.6700000000000004,37,10,9,122.75,0,Budget
FRENCH ENAMEL WATER BASIN,3.358875,290,79,62,771.21,0,Budget
FRENCH FLORAL CUSHION COVER,0.9635593220338984,605,52,43,541.75,0,Budget
FRENCH GARDEN SIGN BLUE METAL,1.2680530973451327,772,110,85,960.58,0,Budget
FRENCH KITCHEN SIGN BLUE METAL,1.302265625,1176,123,94,1423.89,0,Budget
FRENCH LATTICE CUSHION COVER,0.9075,396,38,35,337.71999999999997,0,Budget
FRENCH LAUNDRY SIGN BLUE METAL,1.709230769230769,919,103,75,1465.31,0,Budget
FRENCH LAVENDER SCENT HEART,1.0,975,75,69,855.45,0,Budget
FRENCH PAISLEY CUSHION COVER,0.9454545454545454,622,59,51,552.9399999999999,0,Budget
FRENCH STYLE EMBOSSED HEART CABINET,21.302500000000002,23,20,19,485.9,0,Budget
FRENCH STYLE STORAGE JAR BONBONS,0.3154666666666667,2338,74,66,695.06,0,Budget
FRENCH STYLE STORAGE JAR CAFE,0.3409859154929577,1982,70,57,819.4599999999999,0,Budget
FRENCH STYLE STORAGE JAR JAM,0.3496875,323,30,27,116.58999999999999,0,Budget
FRENCH TOILET SIGN BLUE METAL,1.2543243243243243,1274,144,106,1536.71,0,Budget
FRENCH WC SIGN BLUE METAL,1.2654028436018958,1754,208,141,2193.99,1,Trending
FRIDGE MAGNETS LA VIE EN ROSE,0.8465789473684211,1188,74,63,978.5999999999999,0,Budget
FRIDGE MAGNETS LES ENFANTS ASSORTED,0.8448684210526315,1281,75,64,1042.05,0,Budget
FRIDGE MAGNETS US DINER ASSORTED,0.8563636363636363,1482,88,73,1226.3999999999999,0,Budget
FROG CANDLE,1.25,61,17,13,76.25,0,Budget
FROSTED WHITE BASE,0.6276470588235294,229,17,15,106.44999999999999,0,Budget
FRYING PAN BLUE POLKADOT,3.7875,108,40,29,366.0,0,Budget
FRYING PAN PINK POLKADOT,3.886883116883117,326,76,51,1209.54,0,Budget
FRYING PAN RED RETROSPOT,3.770408163265306,383,97,71,1324.25,0,Budget
FRYING PAN UNION FLAG,4.437017543859649,1200,113,68,4731.36,0,Budget
FULL ENGLISH BREAKFAST PLATE,3.8364417177914114,1383,158,100,4993.05,1,Trending
FUNKY DIVA PEN,0.8541935483870968,8328,155,107,7010.94,1,Trending
FUNKY MONKEY CUSHION COVER,0.85,193,18,12,164.04999999999998,0,Budget
FUNKY MONKEY GIFT BAG MEDIUM,0.42000000000000004,329,20,19,138.18,0,Budget
FUNKY WASHING UP GLOVES ASSORTED,2.0958375634517767,973,171,127,1984.2600000000002,1,Trending
FUSCHIA FLOWER PURSE WITH BEADS,0.9714285714285714,159,14,13,145.17,0,Budget
FUSCHIA VOILE POINTY SHOE DEC,0.702,97,15,11,50.31,0,Budget
GAOLERS KEYS DECORATIVE GARDEN,3.7779425837320577,929,205,115,3412.19,1,Trending
GARAGE KEY FOB,0.708135593220339,733,115,81,491.15000000000003,0,Budget
GARDEN METAL SIGN,1.65,105,20,18,173.24999999999997,0,Budget
GARDEN PATH JOURNAL,2.592608695652174,218,46,40,534.46,0,Budget
GARDEN PATH POCKET BOOK,0.85,69,21,18,58.65,0,Budget
GARDEN PATH SKETCHBOOK,3.8824,113,47,41,422.08,0,Budget
GARDENERS KNEELING PAD CUP OF TEA,1.6653004622496148,6303,635,351,9963.39,3,Niche
GARDENERS KNEELING PAD KEEP CALM,1.6638151041666667,7740,756,405,12493.48,3,Niche
GARDENIA 1 WICK MORRIS BOXED CANDLE,3.526774193548387,211,52,48,676.03,0,Budget
GARDENIA 3 WICK MORRIS BOXED CANDLE,3.367402597402598,263,71,59,689.79,0,Budget
GARLAND WITH HEARTS AND BELLS,4.901162790697675,218,42,36,1037.1000000000001,0,Budget
GARLAND WITH STARS AND BELLS,4.898780487804878,250,40,38,1187.1000000000001,0,Budget
GARLAND WOODEN HAPPY EASTER,1.2477647058823529,1788,165,125,2180.28,1,Trending
"GARLAND, VINTAGE BELLS",2.89,92,10,10,265.88,0,Budget
GENTLEMAN SHIRT REPAIR KIT,0.8942553191489362,1992,94,73,1602.7199999999998,0,Budget
GEORGIAN TRINKET BOX,12.41,142,59,49,1694.0,0,Budget
GIANT 50'S CHRISTMAS CRACKER,2.6578504672897196,2635,310,260,6926.110000000001,1,Trending
GIFT BAG BIRTHDAY,0.653913043478261,761,45,42,494.83000000000004,0,Budget
GIFT BAG PSYCHEDELIC APPLES,0.6553731343283583,834,66,52,542.46,0,Budget
GIN & TONIC DIET GREETING CARD,0.4178010471204188,3217,191,100,1320.9,1,Trending
GIN AND TONIC DIET METAL SIGN,2.5118918918918918,474,37,34,1118.46,0,Budget
GIN AND TONIC MUG,1.3477040816326529,2852,194,110,3724.3599999999997,1,Trending
GINGERBREAD MAN COOKIE CUTTER,1.2612762237762238,7204,554,388,8625.130000000001,3,Niche
GINGHAM BABUSHKA DOORSTOP,2.439047619047619,210,41,34,404.62,0,Budget
GINGHAM HEART  DOORSTOP RED,3.8792631578947367,722,185,147,2391.46,1,Trending
GINGHAM HEART DECORATION,0.8599411764705882,5964,331,251,4828.38,1,Trending
GINGHAM RECIPE BOOK BOX,4.926923076923076,413,103,87,1986.75,0,Budget
GINGHAM ROSE WRAP,0.42,1825,72,68,766.5,0,Budget
GIRAFFE WOODEN RULER,2.0498340248962656,3710,234,185,6820.74,1,Trending
GIRLS ALPHABET IRON ON PATCHES,0.20166666666666666,12480,23,18,2332.8,1,Trending
GIRLS VINTAGE TIN SEASIDE BUCKET,2.5176258992805756,1141,138,116,2736.75,0,Budget
GLAMOROUS  MUG,1.3554032258064515,1269,119,81,1370.73,0,Budget
GLASS  BEURRE DISH,3.9010769230769236,773,126,82,2874.07,0,Budget
GLASS  SONGBIRD STORAGE JAR,12.343478260869565,165,69,65,1965.3,0,Budget
GLASS APOTHECARY BOTTLE ELIXIR,3.9084146341463417,800,160,122,2959.6800000000003,1,Trending
GLASS APOTHECARY BOTTLE PERFUME,3.8827093596059115,1017,198,151,3775.4900000000002,1,Trending
GLASS APOTHECARY BOTTLE TONIC,3.885934065934066,866,180,135,3215.0400000000004,1,Trending
GLASS BON BON JAR,1.7771014492753623,2136,134,101,3497.22,1,Trending
GLASS BONNE JAM JAR,4.134615384615385,118,25,24,480.1,0,Budget
GLASS CHALICE BLUE SMALL,0.8999999999999999,680,40,38,372.3,0,Budget
GLASS CHALICE GREEN  LARGE,1.595,186,11,10,309.66,0,Budget
GLASS CHALICE GREEN  SMALL,1.2133333333333332,147,12,12,129.51,0,Budget
GLASS CLOCHE LARGE,8.334146341463414,329,41,36,2581.4500000000003,0,Budget
GLASS CLOCHE SMALL,3.8692792792792794,753,106,79,2727.95,0,Budget
GLASS HEART T-LIGHT HOLDER,0.8346564885496184,2843,129,96,2110.46,0,Budget
GLASS JAR DAISY FRESH COTTON WOOL,2.9373015873015875,539,123,92,1513.2500000000002,0,Budget
GLASS JAR DIGESTIVE BISCUITS,2.9956565656565655,519,95,69,1429.97,0,Budget
GLASS JAR ENGLISH CONFECTIONERY,3.012666666666667,886,143,102,2455.9,0,Budget
GLASS JAR KINGS CHOICE,2.995079365079365,162,62,47,480.74000000000007,0,Budget
GLASS JAR MARMALADE,2.970666666666667,454,57,46,1226.94,0,Budget
GLASS JAR PEACOCK BATH SALTS,3.015185185185185,349,81,62,987.23,0,Budget
GLASS SPHERE CANDLE STAND MEDIUM,5.414285714285714,96,26,23,516.2,0,Budget
GLASS STAR FROSTED T-LIGHT HOLDER,4.929416666666667,498,119,79,2324.14,0,Budget
GLASS TWIST BON BON JAR,7.723684210526316,69,19,19,512.85,0,Budget
GLITTER BUTTERFLY CLIPS,2.540322580645161,1012,177,116,2494.2,1,Trending
GLITTER CHRISTMAS HEART,0.85,264,18,17,224.39999999999998,0,Budget
GLITTER CHRISTMAS STAR,0.49124031007751934,2465,118,95,1054.63,0,Budget
GLITTER CHRISTMAS TREE,0.5031147540983607,908,54,48,408.86,0,Budget
GLITTER CHRISTMAS TREE WITH BELLS,1.0282089552238807,615,58,45,567.79,0,Budget
GLITTER HANGING BUTTERFLY STRING,2.1527810650887576,1265,163,90,2530.4900000000002,0,Budget
GLITTER HEART DECORATION,0.46253521126760566,2435,129,104,1056.73,0,Budget
GLITTER HEART GARLAND WITH BELLS,3.791746031746032,291,58,49,1079.84,0,Budget
GLITTER STAR GARLAND WITH BELLS,3.732439024390244,223,40,35,825.45,0,Budget
GLOW IN DARK DOLPHINS,0.21,129,28,28,27.09,0,Budget
GOLD EAR MUFF HEADPHONES,4.874347826086956,32,20,19,161.52,0,Budget
GOLD FABRIC MIRROR,0.39,139,17,17,54.21000000000001,0,Budget
GOLD FISHING GNOME,6.9193750000000005,47,16,12,284.16,0,Budget
GOLD MINI TAPE MEASURE,0.8391836734693877,918,46,30,688.9,0,Budget
GOLD MUG BONE CHINA TREE OF LIFE,1.162741935483871,729,61,53,835.61,0,Budget
GOLD PHOTO FRAME,1.8645833333333333,169,24,19,272.34000000000003,0,Budget
GOLD STANDING GNOME,3.8676470588235294,93,17,11,290.25,0,Budget
GRAND CHOCOLATECANDLE,1.4284860557768926,5801,249,195,7785.049999999999,1,Trending
GRASS HOPPER WOODEN WALL CLOCK,2.1212,260,25,21,324.04,0,Budget
GREEN 3 PIECE POLKADOT CUTLERY SET,3.816470588235294,837,68,55,3019.23,0,Budget
GREEN BIRDHOUSE DECORATION,0.7181081081081081,389,36,31,232.01,0,Budget
GREEN BITTY LIGHT CHAIN,2.9770588235294118,119,17,15,188.31,0,Budget
GREEN CHRISTMAS TREE CARD HOLDER,2.560612244897959,1183,145,123,2562.27,0,Budget
GREEN CHRISTMAS TREE STRING 20LIGHT,4.880000000000001,41,10,9,186.15,0,Budget
GREEN DRAWER KNOB ACRYLIC EDWARDIAN,1.2489333333333335,1852,145,82,2242.52,0,Budget
GREEN ENAMEL+GLASS HAIR COMB,2.0461538461538464,105,11,7,191.1,0,Budget
GREEN FERN JOURNAL,2.6029729729729727,131,36,31,320.26,0,Budget
GREEN FERN NOTEBOOK,1.65,52,22,21,85.8,0,Budget
GREEN FERN POCKET BOOK,0.85,63,22,20,53.55,0,Budget
GREEN FERN SKETCHBOOK,3.8227450980392157,101,51,42,382.46,0,Budget
GREEN GEISHA GIRL,3.75,20,10,10,75.0,0,Budget
GREEN GIANT GARDEN THERMOMETER,5.934496124031008,395,129,94,2278.25,0,Budget
GREEN GOOSE FEATHER CHRISTMAS TREE,3.468518518518519,167,27,24,520.6500000000001,0,Budget
GREEN GOOSE FEATHER TREE 60CM,1.95,165,36,32,321.75,0,Budget
GREEN HEART COMPACT MIRROR,1.25,203,20,17,253.75,0,Budget
GREEN JUICY FRUIT PHOTO FRAME,2.55,84,31,23,214.2,0,Budget
GREEN METAL BOX ARMY SUPPLIES,8.339375,438,111,78,3482.64,0,Budget
GREEN METAL SWINGING BUNNY,0.85,302,34,29,256.7,0,Budget
GREEN POLKADOT BOWL,1.2517105263157895,1373,149,101,1649.06,0,Budget
GREEN POLKADOT PLATE,1.6962135922330097,1014,100,72,1623.1,0,Budget
GREEN REGENCY TEACUP AND SAUCER,2.9422670375521562,6430,691,387,17806.34,3,Niche
GREEN ROSE WASHBAG,3.75,149,46,32,558.75,0,Budget
GREEN SQUARE COMPACT MIRROR,1.5833333333333333,125,15,14,168.75,0,Budget
GREEN SWEETHEART BRACELET,4.222222222222222,76,18,15,311.0,0,Budget
GREEN VINTAGE SPOT BEAKER,0.8485925925925926,4505,134,107,4261.889999999999,1,Trending
GREEN WIRE STANDING CANDLE HOLDER,3.75,34,15,12,127.5,0,Budget
"GREETING CARD, OVERCROWDED POOL.",0.19,180,15,15,34.2,0,Budget
"GREETING CARD, STICKY GORDON",0.19,157,14,12,29.830000000000002,0,Budget
"GREETING CARD,SQUARE, DOUGHNUTS",0.483076923076923,160,13,12,68.84,0,Budget
GREY FLORAL FELTCRAFT SHOULDER BAG,3.75,257,75,63,963.75,0,Budget
GREY HEART HOT WATER BOTTLE,4.029555555555556,3156,511,337,12191.15,3,Niche
GROOVY CACTUS INFLATABLE,0.41190476190476194,291,21,19,114.41,0,Budget
GROW A FLYTRAP OR SUNFLOWER IN TIN,1.2353974895397488,15940,239,167,17226.2,3,Niche
GROW YOUR OWN BASIL IN ENAMEL MUG,2.0971098265895955,994,167,130,2069.4,1,Trending
GROW YOUR OWN FLOWERS SET OF 3,6.295945945945946,292,74,68,1177.8,0,Budget
GROW YOUR OWN HERBS SET OF 3,7.95,153,80,60,1216.3500000000001,0,Budget
GROW YOUR OWN PLANT IN A CAN,1.2444117647058823,763,33,29,935.51,0,Budget
GUMBALL COAT RACK,2.4994880546075082,7688,570,262,17580.350000000002,3,Niche
GUMBALL MAGAZINE RACK,7.702360248447206,533,160,118,3916.79,1,Trending
GUMBALL MONOCHROME COAT RACK,1.1941176470588235,463,34,25,508.07000000000005,0,Budget
GYMKHANA TREASURE BOOK BOX,2.255092024539877,1634,156,128,3426.83,1,Trending
GYMKHANNA TREASURE BOOK BOX,2.189285714285714,120,14,14,261.84000000000003,0,Budget
HAIRCLIPS FORTIES FABRIC ASSORTED,0.5696825396825397,1346,61,53,587.86,0,Budget
HAND OPEN SHAPE GOLD,3.626666666666667,157,24,23,510.83,0,Budget
HAND OVER THE CHOCOLATE   SIGN,2.1021308724832215,8164,590,270,15539.11,3,Niche
HAND TOWEL PALE BLUE W FLOWERS,3.8055555555555554,212,18,17,407.4,0,Budget
HAND TOWEL PINK FLOWER AND DAISY,2.89,199,11,8,281.95,0,Budget
HAND WARMER BABUSHKA DESIGN,1.8827090301003346,4633,288,199,6149.33,1,Trending
HAND WARMER BIRD DESIGN,2.1100409836065577,6001,474,333,12081.430000000002,3,Niche
HAND WARMER OWL DESIGN,2.112676767676768,8115,572,375,16237.630000000001,3,Niche
HAND WARMER RED LOVE HEART,2.0943609022556395,3762,371,268,7660.200000000001,1,Trending
HAND WARMER RED POLKA DOT,1.8638888888888892,120,18,2,225.00000000000003,0,Budget
HAND WARMER RED RETROSPOT,2.0876553672316387,4274,341,258,8526.12,1,Trending
HAND WARMER SCOTTY DOG DESIGN,2.0893027888446216,6118,471,329,12248.760000000002,3,Niche
HAND WARMER UNION JACK,2.083127659574468,4746,441,300,9550.560000000001,3,Niche
HANGING  BUTTERFLY T-LIGHT HOLDER,1.228695652173913,1322,66,57,1541.62,0,Budget
HANGING BAUBLE T-LIGHT HOLDER SMALL,2.4825,259,19,16,569.1,0,Budget
HANGING CHICK  YELLOW DECORATION,1.4478947368421051,1088,88,76,1520.0,0,Budget
HANGING CHICK CREAM DECORATION,1.45,1243,90,72,1802.35,0,Budget
HANGING CHICK GREEN DECORATION,1.4499999999999997,821,82,63,1190.4499999999998,0,Budget
HANGING CLEAR MINI BOTTLE,0.6185714285714285,1710,34,33,1012.0200000000001,0,Budget
HANGING ENGRAVED METAL HEART,4.15,277,71,63,1149.5500000000002,0,Budget
HANGING FAIRY CAKE DECORATION,2.0006060606060605,724,31,25,1262.1,0,Budget
HANGING GLASS ETCHED TEALIGHT,1.6136363636363635,131,10,9,201.74999999999997,0,Budget
HANGING HEART BONHEUR,0.848030303030303,591,57,53,499.22999999999996,0,Budget
HANGING HEART JAR T-LIGHT HOLDER,1.2280378657487092,10980,572,304,12674.720000000001,3,Niche
HANGING HEART MIRROR DECORATION,0.6648351648351648,1969,170,83,1276.8500000000001,0,Budget
HANGING HEART WITH BELL,0.5618367346938776,4113,138,106,1907.83,1,Trending
HANGING HEART ZINC T-LIGHT HOLDER,0.8686506024096385,8470,412,271,6830.589999999999,3,Niche
HANGING HEN ON NEST DECORATION,1.6500000000000001,795,87,72,1311.7499999999998,0,Budget
HANGING JAM JAR T-LIGHT HOLDER,0.8286816720257234,10528,310,193,8164.12,3,Niche
HANGING JAM JAR T-LIGHT HOLDERS,0.8508695652173913,2413,69,61,1867.33,0,Budget
HANGING MEDINA LANTERN SMALL,2.95,69,20,20,203.55,0,Budget
HANGING METAL CHICKEN DECORATION,1.25,126,19,19,157.5,0,Budget
HANGING METAL HEART LANTERN,1.5931578947368419,3200,277,191,4823.499999999999,1,Trending
HANGING METAL RABBIT DECORATION,1.25,453,39,37,566.25,0,Budget
HANGING METAL STAR LANTERN,1.531963190184049,1965,159,119,2839.6299999999997,1,Trending
HANGING MINI COLOURED BOTTLES,0.6194642857142857,3370,55,52,2000.2200000000003,0,Budget
HANGING PHOTO CLIP ROPE LADDER,1.8477777777777777,692,52,29,1092.8799999999999,0,Budget
HANGING QUILTED PATCHWORK APPLES,0.8286585365853659,1215,82,76,1003.17,0,Budget
HANGING SPRING FLOWER EGG LARGE,0.8477192982456141,901,56,52,747.13,0,Budget
HANGING SPRING FLOWER EGG SMALL,0.466,1163,55,50,447.75000000000006,0,Budget
HANGING WOOD AND FELT BUTTERFLY,0.4189090909090909,570,49,45,237.96,0,Budget
HANGING WOOD AND FELT FLOWER,0.1868181818181818,1876,42,40,249.48,0,Budget
HANGING WOOD AND FELT HEART,0.42,300,39,34,126.0,0,Budget
HAPPY EASTER HANGING DECORATION,3.7419999999999995,211,42,35,773.97,0,Budget
HAPPY STENCIL CRAFT,1.25587786259542,2785,252,171,3254.6000000000004,1,Trending
HARDMAN MUG 3 ASSORTED,0.39,64,12,11,24.96,0,Budget
HAWAIIAN GRASS SKIRT,1.2272,319,25,20,368.35,0,Budget
HEADS AND TAILS SPORTING FUN,1.2590760869565216,1873,179,149,2097.96,1,Trending
HEART BEADED TRELLIS DECORATION,2.08,244,39,34,507.52000000000004,0,Budget
HEART CALCULATOR,1.2779166666666668,1017,87,65,1160.88,0,Budget
HEART DECORATION PAINTED ZINC,0.6597744360902256,2024,123,88,1250.2,0,Budget
HEART DECORATION RUSTIC HANGING,0.23285714285714285,4143,153,118,857.33,1,Trending
HEART DECORATION WITH PEARLS,0.8663522012578616,1875,152,106,1588.1599999999999,0,Budget
HEART FILIGREE DOVE  SMALL,1.245632183908046,5439,246,162,6671.07,1,Trending
HEART FILIGREE DOVE LARGE,1.6686425339366515,2737,212,155,4420.169999999999,1,Trending
HEART GARLAND RUSTIC PADDED,2.95,106,27,21,312.7,0,Budget
HEART IVORY TRELLIS LARGE,1.6587323943661971,3055,270,189,4988.829999999999,1,Trending
HEART IVORY TRELLIS SMALL,1.2571551724137933,3863,221,157,4715.03,1,Trending
HEART MINI PORTRAIT FRAME,1.9462962962962964,510,81,69,990.9,0,Budget
HEART MIRROR ANTIQUE WHITE,7.394583333333333,351,71,64,2269.14,0,Budget
HEART SHAPE WIRELESS DOORBELL,2.062037037037037,446,48,30,798.84,0,Budget
HEART SHAPED HOLLY WREATH,4.418727272727273,942,165,138,3933.1800000000003,1,Trending
HEART STRING MEMO HOLDER HANGING,1.3829411764705883,626,49,41,580.94,0,Budget
HEART T-LIGHT HOLDER,1.3514285714285714,217,18,16,244.49,0,Budget
HEART T-LIGHT HOLDER WILLIE WINKIE,1.6793877551020406,928,97,88,1533.84,0,Budget
HEART TRELLIS TRIPLE T-LIGHT HOLDER,2.870952380952381,118,20,20,331.42,0,Budget
HEART WOODEN CHRISTMAS DECORATION,0.8979374999999999,2124,157,131,1854.54,1,Trending
HEART WREATH DECORATION WITH BELL,1.2390196078431372,2167,144,103,2567.63,0,Budget
HEARTS  STICKERS,0.916625,766,80,62,655.0,0,Budget
HEARTS GIFT TAPE,0.4628813559322034,1027,57,52,303.23,0,Budget
HELLO SAILOR BLUE SOAP HOLDER,1.69,155,31,25,261.95,0,Budget
HEN HOUSE DECORATION,1.65,901,99,78,1486.6499999999999,0,Budget
HEN HOUSE W CHICK STANDING,0.416875,270,16,13,107.39999999999999,0,Budget
HEN PARTY CORDON BARRIER TAPE,1.25,165,28,20,206.25,0,Budget
HENRIETTA HEN MUG,1.65,293,31,30,483.44999999999993,0,Budget
HERB MARKER BASIL,0.6489690721649485,3329,188,133,2000.3500000000001,1,Trending
HERB MARKER CHIVES,0.6494186046511629,1648,166,116,1059.2,0,Budget
HERB MARKER MINT,0.6494949494949495,1669,191,132,1072.8500000000001,1,Trending
HERB MARKER PARSLEY,0.6489743589743591,1776,187,130,1122.4,1,Trending
HERB MARKER ROSEMARY,0.6494949494949495,1858,190,132,1195.7,1,Trending
HERB MARKER THYME,0.6494845360824743,1819,186,130,1170.3500000000001,1,Trending
HI TEC ALPINE HAND WARMER,1.4041379310344828,732,53,46,639.36,0,Budget
HILDA CANDY SPOT RABBIT,3.75,20,11,10,75.0,0,Budget
HIPPY CHIC DECORATIVE PARASOL,7.25,155,16,15,761.85,0,Budget
HOLIDAY FUN LUDO,3.83,1102,176,136,3810.71,1,Trending
HOME BUILDING BLOCK WORD,6.017971830985916,2654,691,360,15630.960000000001,3,Niche
HOME GARLAND PAINTED ZINC,0.9826923076923078,833,52,49,769.65,0,Budget
HOME SMALL WOOD LETTERS,4.95,209,90,67,1034.55,0,Budget
HOME SWEET HOME 2 DRAWER CABINET,4.91,237,57,54,1137.95,0,Budget
HOME SWEET HOME 3 PEG HANGER,3.741153846153846,256,51,44,937.9200000000001,0,Budget
HOME SWEET HOME BLACKBOARD,4.863676470588236,969,136,104,4108.58,0,Budget
HOME SWEET HOME BOTTLE,2.0753225806451616,438,61,56,897.12,0,Budget
HOME SWEET HOME CUSHION COVER,3.75,769,201,165,2883.75,1,Trending
HOME SWEET HOME HANGING HEART,0.8493193717277487,1823,176,146,1546.4299999999998,1,Trending
HOME SWEET HOME HOOK,1.3699999999999999,326,45,42,405.59999999999997,0,Budget
HOME SWEET HOME KEY HOLDER,6.143473684210527,435,94,65,2154.79,0,Budget
HOME SWEET HOME METAL SIGN,2.9382400000000004,1714,246,166,4850.620000000001,1,Trending
HOME SWEET HOME MUG,1.418294314381271,5347,293,174,6708.11,1,Trending
HOMEMADE JAM SCENTED CANDLES,1.450732177263969,12092,518,429,17521.6,3,Niche
"HOOK, 1 HANGER ,MAGIC GARDEN",0.8432758620689654,1199,56,44,966.11,0,Budget
HORSE & PONY WALL ART,3.594705882352941,256,17,16,797.3100000000001,0,Budget
HOT BATHS METAL SIGN,2.081831683168317,6415,385,206,12832.140000000001,3,Niche
HOT BATHS SOAP HOLDER,1.69,479,102,64,809.51,0,Budget
HOT STUFF HOT WATER BOTTLE,3.4423529411764706,528,67,61,1689.9,0,Budget
HOT WATER BOTTLE BABUSHKA,4.62037037037037,984,133,107,4442.0,1,Trending
HOT WATER BOTTLE I AM SO POORLY,4.858841698841699,2972,505,316,13847.28,3,Niche
HOT WATER BOTTLE SEX BOMB,4.4532967032967035,435,88,79,1843.5500000000002,0,Budget
HOT WATER BOTTLE TEA AND SYMPATHY,4.212192307692308,3736,514,325,15415.22,3,Niche
HOUSE SHAPE PENCIL SHARPENER,0.09085106382978722,2915,47,41,309.9,0,Budget
HOUSE WRECKING METAL SIGN,2.1,51,23,21,107.10000000000001,0,Budget
HYACINTH BULB T-LIGHT CANDLES,0.42,1328,40,34,557.76,0,Budget
I CAN ONLY PLEASE ONE PERSON MUG,1.247304964539007,1357,137,97,1668.89,0,Budget
I LOVE LONDON BABY GIFT SET,16.425409836065572,209,61,48,3262.5499999999997,0,Budget
I LOVE LONDON BEAKER,1.247605633802817,827,70,51,999.75,0,Budget
I LOVE LONDON MINI BACKPACK,4.138571428571429,360,68,58,1454.0,0,Budget
I'M ON HOLIDAY METAL SIGN,2.113072289156627,2294,329,208,4761.55,1,Trending
ICE CREAM BUBBLES,0.8265625,2667,94,81,2147.6099999999997,0,Budget
ICE CREAM DESIGN GARDEN PARASOL,6.35,193,30,26,894.35,0,Budget
ICE CREAM PEN LIP GLOSS,1.2450704225352112,6607,213,159,8077.31,1,Trending
ICE CREAM SUNDAE LIP GLOSS,1.2449397590361446,7920,248,202,9668.16,1,Trending
ICON MUG REVOLUTIONARY,0.4112345679012346,701,79,52,283.71,0,Budget
ICON PLACEMAT POP ART ELVIS,0.14142857142857143,827,28,19,113.64,0,Budget
IF YOU CAN'T STAND THE HEAT MUG,1.2783516483516484,1586,88,62,1752.34,0,Budget
ILLUSTRATED CAT BOWL,2.5531460674157302,1356,88,63,3586.3199999999997,0,Budget
INFLATABLE POLITICAL GLOBE,0.85,823,49,40,699.55,0,Budget
IVORY CAFE HANGING LAMP,12.304651162790698,114,43,37,1330.5,0,Budget
IVORY CHANDELIER T-LIGHT HOLDER,5.58051282051282,561,36,33,1292.97,0,Budget
IVORY DINER WALL CLOCK,8.461845386533666,1426,391,239,11587.2,1,Trending
IVORY EMBROIDERED QUILT,38.102000000000004,46,25,18,1715.9,0,Budget
IVORY ENCHANTED FOREST PLACEMAT,1.6423076923076922,394,51,36,626.0999999999999,0,Budget
IVORY GIANT GARDEN THERMOMETER,5.939247311827957,569,182,140,3313.55,1,Trending
IVORY HANGING DECORATION  BIRD,0.85,1018,94,81,865.3,0,Budget
IVORY HANGING DECORATION  EGG,0.44882352941176473,713,46,42,257.57,0,Budget
IVORY HANGING DECORATION  HEART,0.8595412844036697,3564,205,153,2957.64,1,Trending
IVORY KITCHEN SCALES,8.582519685039369,1783,620,376,14788.33,3,Niche
IVORY KNITTED MUG COSY,1.7896226415094338,531,51,29,841.79,0,Budget
IVORY LOVE BIRD CANDLE,1.1691836734693877,502,48,44,496.72,0,Budget
IVORY PAPER CUP CAKE CASES,0.5480303030303031,868,63,51,461.8,0,Budget
IVORY PILLAR CANDLE GOLD FLOCK,2.9318181818181817,128,21,19,368.00000000000006,0,Budget
